raw_data,is_credit,date,amount,comments,bank,source
23-mar-24 74766514083411007439555 swiggy www.swiggy.in in 0.00 404.00,0,23-mar-24,404.0,   mar                            swiggy www swiggy in in            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
23-mar-24 74766514083411978778643 ind*amazon.in - grocer 0.00 313.00,0,23-mar-24,313.0,   mar                            ind amazon in   grocer            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
24-mar-24 74766514084411078840177 swiggy www.swiggy.in in 0.00 308.00,0,24-mar-24,308.0,   mar                            swiggy www swiggy in in            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
25-mar-24 interest amount amortization - <6/6> 0.00 223.54,0,25-mar-24,223.54,   mar    interest amount amortization                    ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
25-mar-24 74056634086408550238964 bundl technologies pvt lt bengaluru 0.00 442.00,0,25-mar-24,442.0,   mar                            bundl technologies pvt lt bengaluru            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
25-mar-24 74056634086408550445643 bundl technologies pvt lt bengaluru 0.00 346.00,0,25-mar-24,346.0,   mar                            bundl technologies pvt lt bengaluru            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
"25-mar-24 principal amount amortization - <6/6> 0.00 16,776.31",0,25-mar-24,16776.31,   mar    principal amount amortization                       ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
25-mar-24 igst-ci@18% 0.00 40.24,0,25-mar-24,40.24,   mar    igst ci               ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
26-mar-24 74056634087408653679402 paytm noida in 0.00 156.50,0,26-mar-24,156.5,   mar                            paytm noida in            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
26-mar-24 74332744087408634134389 bisleri international mumbai in 0.00 173.00,0,26-mar-24,173.0,   mar                            bisleri international mumbai in            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
26-mar-24 74056634087408660348017 bundl technologies pvt lt bengaluru 0.00 308.00,0,26-mar-24,308.0,   mar                            bundl technologies pvt lt bengaluru            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
27-mar-24 74766514087412245621885 swiggy www.swiggy.in in 0.00 308.00,0,27-mar-24,308.0,   mar                            swiggy www swiggy in in            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
28-mar-24 74766514088412311088471 swiggy www.swiggy.in in 0.00 346.00,0,28-mar-24,346.0,   mar                            swiggy www swiggy in in            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
29-mar-24 74766514089412377901285 swiggy www.swiggy.in in 0.00 308.00,0,29-mar-24,308.0,   mar                            swiggy www swiggy in in            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
"29-mar-24 600329032024s81633345 neft payment received 0.00 -30,000.00",0,29-mar-24,-30000.0,   mar                s         neft payment received                ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
"30-mar-24 74766514090412405349017 ind*amazon http://www.am in 0.00 -1,449.00",0,30-mar-24,-1449.0,   mar                            ind amazon http   www am in               ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
"30-mar-24 74766514090412407503314 ind*amazon http://www.am in 0.00 1,449.00",0,30-mar-24,1449.0,   mar                            ind amazon http   www am in              ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
30-mar-24 74766514090412444999632 swiggy www.swiggy.in in 0.00 203.00,0,30-mar-24,203.0,   mar                            swiggy www swiggy in in            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
30-mar-24 74766514090412443785156 swiggy www.swiggy.in in 0.00 204.00,0,30-mar-24,204.0,   mar                            swiggy www swiggy in in            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
31-mar-24 74766514091412517474959 swiggy www.swiggy.in in 0.00 347.00,0,31-mar-24,347.0,   mar                            swiggy www swiggy in in            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
31-mar-24 74766514091412517137705 ind*amazon http://www.am in 0.00 830.70,0,31-mar-24,830.7,   mar                            ind amazon http   www am in            ,ICICI,D:\work\code_and_stuff\git_repos\bank_statement_parser\Bank-Statement-Reader-Dashboard\1_data\icici_statements
